"","POW_LGA_CODE_2021","LGAName","AgeBracket","NumPeople","Sex","EmploymentType"
"445","20740","Bass Coast","50 to 54",431,"M","Working Full Time"
"446","20740","Bass Coast","50 to 54",148,"M","Working Part Time"
"447","20740","Bass Coast","50 to 54",32,"M","Away From Work"
"448","20740","Bass Coast","50 to 54",16,"M","Hours Worked Not Stated"
"449","20740","Bass Coast","55 to 59",349,"M","Working Full Time"
"450","20740","Bass Coast","55 to 59",159,"M","Working Part Time"
"451","20740","Bass Coast","55 to 59",39,"M","Away From Work"
"452","20740","Bass Coast","55 to 59",15,"M","Hours Worked Not Stated"
"453","20740","Bass Coast","60 to 64",281,"M","Working Full Time"
"454","20740","Bass Coast","60 to 64",225,"M","Working Part Time"
"455","20740","Bass Coast","60 to 64",54,"M","Away From Work"
"456","20740","Bass Coast","60 to 64",8,"M","Hours Worked Not Stated"
"457","20740","Bass Coast","65 to 69",119,"M","Working Full Time"
"458","20740","Bass Coast","65 to 69",163,"M","Working Part Time"
"459","20740","Bass Coast","65 to 69",25,"M","Away From Work"
"460","20740","Bass Coast","65 to 69",10,"M","Hours Worked Not Stated"
"461","20740","Bass Coast","70 to 74",46,"M","Working Full Time"
"462","20740","Bass Coast","70 to 74",95,"M","Working Part Time"
"463","20740","Bass Coast","70 to 74",6,"M","Away From Work"
"464","20740","Bass Coast","70 to 74",6,"M","Hours Worked Not Stated"
"465","20740","Bass Coast","75 or over",28,"M","Working Full Time"
"466","20740","Bass Coast","75 or over",62,"M","Working Part Time"
"467","20740","Bass Coast","75 or over",14,"M","Away From Work"
"468","20740","Bass Coast","75 or over",7,"M","Hours Worked Not Stated"
"469","20740","Bass Coast","15 to 19",37,"F","Working Full Time"
"470","20740","Bass Coast","15 to 19",319,"F","Working Part Time"
"471","20740","Bass Coast","15 to 19",95,"F","Away From Work"
"472","20740","Bass Coast","15 to 19",10,"F","Hours Worked Not Stated"
"473","20740","Bass Coast","20 to 24",140,"F","Working Full Time"
"474","20740","Bass Coast","20 to 24",259,"F","Working Part Time"
"475","20740","Bass Coast","20 to 24",35,"F","Away From Work"
"476","20740","Bass Coast","20 to 24",6,"F","Hours Worked Not Stated"
"477","20740","Bass Coast","25 to 29",223,"F","Working Full Time"
"478","20740","Bass Coast","25 to 29",235,"F","Working Part Time"
"479","20740","Bass Coast","25 to 29",51,"F","Away From Work"
"480","20740","Bass Coast","25 to 29",14,"F","Hours Worked Not Stated"
"481","20740","Bass Coast","30 to 34",231,"F","Working Full Time"
"482","20740","Bass Coast","30 to 34",280,"F","Working Part Time"
"483","20740","Bass Coast","30 to 34",77,"F","Away From Work"
"484","20740","Bass Coast","30 to 34",13,"F","Hours Worked Not Stated"
"485","20740","Bass Coast","35 to 39",232,"F","Working Full Time"
"486","20740","Bass Coast","35 to 39",370,"F","Working Part Time"
"487","20740","Bass Coast","35 to 39",70,"F","Away From Work"
"488","20740","Bass Coast","35 to 39",5,"F","Hours Worked Not Stated"
"489","20740","Bass Coast","40 to 44",233,"F","Working Full Time"
"490","20740","Bass Coast","40 to 44",361,"F","Working Part Time"
"491","20740","Bass Coast","40 to 44",32,"F","Away From Work"
"492","20740","Bass Coast","40 to 44",9,"F","Hours Worked Not Stated"
"493","20740","Bass Coast","45 to 49",314,"F","Working Full Time"
"494","20740","Bass Coast","45 to 49",408,"F","Working Part Time"
"495","20740","Bass Coast","45 to 49",33,"F","Away From Work"
"496","20740","Bass Coast","45 to 49",15,"F","Hours Worked Not Stated"
"497","20740","Bass Coast","50 to 54",295,"F","Working Full Time"
"498","20740","Bass Coast","50 to 54",409,"F","Working Part Time"
"499","20740","Bass Coast","50 to 54",45,"F","Away From Work"
"500","20740","Bass Coast","50 to 54",19,"F","Hours Worked Not Stated"
"501","20740","Bass Coast","55 to 59",262,"F","Working Full Time"
"502","20740","Bass Coast","55 to 59",472,"F","Working Part Time"
"503","20740","Bass Coast","55 to 59",61,"F","Away From Work"
"504","20740","Bass Coast","55 to 59",9,"F","Hours Worked Not Stated"
"505","20740","Bass Coast","60 to 64",161,"F","Working Full Time"
"506","20740","Bass Coast","60 to 64",400,"F","Working Part Time"
"507","20740","Bass Coast","60 to 64",61,"F","Away From Work"
"508","20740","Bass Coast","60 to 64",6,"F","Hours Worked Not Stated"
"509","20740","Bass Coast","65 to 69",52,"F","Working Full Time"
"510","20740","Bass Coast","65 to 69",198,"F","Working Part Time"
"511","20740","Bass Coast","65 to 69",25,"F","Away From Work"
"512","20740","Bass Coast","65 to 69",6,"F","Hours Worked Not Stated"
"513","20740","Bass Coast","70 to 74",19,"F","Working Full Time"
"514","20740","Bass Coast","70 to 74",48,"F","Working Part Time"
"515","20740","Bass Coast","70 to 74",4,"F","Away From Work"
"516","20740","Bass Coast","70 to 74",5,"F","Hours Worked Not Stated"
"517","20740","Bass Coast","75 or over",7,"F","Working Full Time"
"518","20740","Bass Coast","75 or over",31,"F","Working Part Time"
"519","20740","Bass Coast","75 or over",9,"F","Away From Work"
"520","20740","Bass Coast","75 or over",7,"F","Hours Worked Not Stated"
"521","20830","Baw Baw","15 to 19",189,"M","Working Full Time"
"522","20830","Baw Baw","15 to 19",393,"M","Working Part Time"
"523","20830","Baw Baw","15 to 19",49,"M","Away From Work"
"524","20830","Baw Baw","15 to 19",9,"M","Hours Worked Not Stated"
"525","20830","Baw Baw","20 to 24",549,"M","Working Full Time"
"526","20830","Baw Baw","20 to 24",241,"M","Working Part Time"
"527","20830","Baw Baw","20 to 24",34,"M","Away From Work"
"528","20830","Baw Baw","20 to 24",18,"M","Hours Worked Not Stated"
"529","20830","Baw Baw","25 to 29",714,"M","Working Full Time"
"530","20830","Baw Baw","25 to 29",181,"M","Working Part Time"
"531","20830","Baw Baw","25 to 29",22,"M","Away From Work"
"532","20830","Baw Baw","25 to 29",24,"M","Hours Worked Not Stated"
"533","20830","Baw Baw","30 to 34",680,"M","Working Full Time"
"534","20830","Baw Baw","30 to 34",130,"M","Working Part Time"
"535","20830","Baw Baw","30 to 34",26,"M","Away From Work"
"536","20830","Baw Baw","30 to 34",23,"M","Hours Worked Not Stated"
"537","20830","Baw Baw","35 to 39",680,"M","Working Full Time"
"538","20830","Baw Baw","35 to 39",140,"M","Working Part Time"
"539","20830","Baw Baw","35 to 39",21,"M","Away From Work"
"540","20830","Baw Baw","35 to 39",22,"M","Hours Worked Not Stated"
"541","20830","Baw Baw","40 to 44",574,"M","Working Full Time"
"542","20830","Baw Baw","40 to 44",130,"M","Working Part Time"
"543","20830","Baw Baw","40 to 44",20,"M","Away From Work"
"544","20830","Baw Baw","40 to 44",24,"M","Hours Worked Not Stated"
"545","20830","Baw Baw","45 to 49",653,"M","Working Full Time"
"546","20830","Baw Baw","45 to 49",133,"M","Working Part Time"
"547","20830","Baw Baw","45 to 49",22,"M","Away From Work"
"548","20830","Baw Baw","45 to 49",17,"M","Hours Worked Not Stated"
"549","20830","Baw Baw","50 to 54",676,"M","Working Full Time"
"550","20830","Baw Baw","50 to 54",148,"M","Working Part Time"
"551","20830","Baw Baw","50 to 54",25,"M","Away From Work"
"552","20830","Baw Baw","50 to 54",12,"M","Hours Worked Not Stated"
"553","20830","Baw Baw","55 to 59",603,"M","Working Full Time"
"554","20830","Baw Baw","55 to 59",158,"M","Working Part Time"
"555","20830","Baw Baw","55 to 59",27,"M","Away From Work"
"556","20830","Baw Baw","55 to 59",19,"M","Hours Worked Not Stated"
"557","20830","Baw Baw","60 to 64",454,"M","Working Full Time"
"558","20830","Baw Baw","60 to 64",234,"M","Working Part Time"
"559","20830","Baw Baw","60 to 64",47,"M","Away From Work"
"560","20830","Baw Baw","60 to 64",13,"M","Hours Worked Not Stated"
"561","20830","Baw Baw","65 to 69",224,"M","Working Full Time"
"562","20830","Baw Baw","65 to 69",199,"M","Working Part Time"
"563","20830","Baw Baw","65 to 69",21,"M","Away From Work"
"564","20830","Baw Baw","65 to 69",7,"M","Hours Worked Not Stated"
"565","20830","Baw Baw","70 to 74",90,"M","Working Full Time"
"566","20830","Baw Baw","70 to 74",123,"M","Working Part Time"
"567","20830","Baw Baw","70 to 74",11,"M","Away From Work"
"568","20830","Baw Baw","70 to 74",7,"M","Hours Worked Not Stated"
"569","20830","Baw Baw","75 or over",80,"M","Working Full Time"
"570","20830","Baw Baw","75 or over",118,"M","Working Part Time"
"571","20830","Baw Baw","75 or over",14,"M","Away From Work"
"572","20830","Baw Baw","75 or over",10,"M","Hours Worked Not Stated"
"573","20830","Baw Baw","15 to 19",76,"F","Working Full Time"
"574","20830","Baw Baw","15 to 19",617,"F","Working Part Time"
"575","20830","Baw Baw","15 to 19",58,"F","Away From Work"
"576","20830","Baw Baw","15 to 19",17,"F","Hours Worked Not Stated"
"577","20830","Baw Baw","20 to 24",359,"F","Working Full Time"
"578","20830","Baw Baw","20 to 24",483,"F","Working Part Time"
"579","20830","Baw Baw","20 to 24",67,"F","Away From Work"
"580","20830","Baw Baw","20 to 24",26,"F","Hours Worked Not Stated"
"581","20830","Baw Baw","25 to 29",517,"F","Working Full Time"
"582","20830","Baw Baw","25 to 29",427,"F","Working Part Time"
"583","20830","Baw Baw","25 to 29",80,"F","Away From Work"
"584","20830","Baw Baw","25 to 29",27,"F","Hours Worked Not Stated"
"585","20830","Baw Baw","30 to 34",402,"F","Working Full Time"
"586","20830","Baw Baw","30 to 34",519,"F","Working Part Time"
"587","20830","Baw Baw","30 to 34",109,"F","Away From Work"
"588","20830","Baw Baw","30 to 34",24,"F","Hours Worked Not Stated"
"589","20830","Baw Baw","35 to 39",375,"F","Working Full Time"
"590","20830","Baw Baw","35 to 39",604,"F","Working Part Time"
"591","20830","Baw Baw","35 to 39",63,"F","Away From Work"
"592","20830","Baw Baw","35 to 39",21,"F","Hours Worked Not Stated"
"593","20830","Baw Baw","40 to 44",412,"F","Working Full Time"
"594","20830","Baw Baw","40 to 44",513,"F","Working Part Time"
"595","20830","Baw Baw","40 to 44",43,"F","Away From Work"
"596","20830","Baw Baw","40 to 44",12,"F","Hours Worked Not Stated"
"597","20830","Baw Baw","45 to 49",507,"F","Working Full Time"
"598","20830","Baw Baw","45 to 49",550,"F","Working Part Time"
"599","20830","Baw Baw","45 to 49",40,"F","Away From Work"
"600","20830","Baw Baw","45 to 49",12,"F","Hours Worked Not Stated"
"601","20830","Baw Baw","50 to 54",458,"F","Working Full Time"
"602","20830","Baw Baw","50 to 54",600,"F","Working Part Time"
"603","20830","Baw Baw","50 to 54",56,"F","Away From Work"
"604","20830","Baw Baw","50 to 54",18,"F","Hours Worked Not Stated"
"605","20830","Baw Baw","55 to 59",394,"F","Working Full Time"
"606","20830","Baw Baw","55 to 59",557,"F","Working Part Time"
"607","20830","Baw Baw","55 to 59",57,"F","Away From Work"
"608","20830","Baw Baw","55 to 59",12,"F","Hours Worked Not Stated"
"609","20830","Baw Baw","60 to 64",264,"F","Working Full Time"
"610","20830","Baw Baw","60 to 64",463,"F","Working Part Time"
"611","20830","Baw Baw","60 to 64",76,"F","Away From Work"
"612","20830","Baw Baw","60 to 64",12,"F","Hours Worked Not Stated"
"613","20830","Baw Baw","65 to 69",111,"F","Working Full Time"
"614","20830","Baw Baw","65 to 69",227,"F","Working Part Time"
"615","20830","Baw Baw","65 to 69",36,"F","Away From Work"
"616","20830","Baw Baw","65 to 69",3,"F","Hours Worked Not Stated"
"617","20830","Baw Baw","70 to 74",44,"F","Working Full Time"
"618","20830","Baw Baw","70 to 74",79,"F","Working Part Time"
"619","20830","Baw Baw","70 to 74",5,"F","Away From Work"
"620","20830","Baw Baw","70 to 74",6,"F","Hours Worked Not Stated"
"621","20830","Baw Baw","75 or over",18,"F","Working Full Time"
"622","20830","Baw Baw","75 or over",43,"F","Working Part Time"
"623","20830","Baw Baw","75 or over",4,"F","Away From Work"
"624","20830","Baw Baw","75 or over",7,"F","Hours Worked Not Stated"
"625","20910","Bayside (Vic.)","15 to 19",96,"M","Working Full Time"
"626","20910","Bayside (Vic.)","15 to 19",633,"M","Working Part Time"
"627","20910","Bayside (Vic.)","15 to 19",104,"M","Away From Work"
"628","20910","Bayside (Vic.)","15 to 19",15,"M","Hours Worked Not Stated"
"629","20910","Bayside (Vic.)","20 to 24",574,"M","Working Full Time"
"630","20910","Bayside (Vic.)","20 to 24",876,"M","Working Part Time"
"631","20910","Bayside (Vic.)","20 to 24",105,"M","Away From Work"
"632","20910","Bayside (Vic.)","20 to 24",28,"M","Hours Worked Not Stated"
"633","20910","Bayside (Vic.)","25 to 29",990,"M","Working Full Time"
"634","20910","Bayside (Vic.)","25 to 29",418,"M","Working Part Time"
"635","20910","Bayside (Vic.)","25 to 29",44,"M","Away From Work"
"636","20910","Bayside (Vic.)","25 to 29",34,"M","Hours Worked Not Stated"
"637","20910","Bayside (Vic.)","30 to 34",1091,"M","Working Full Time"
"638","20910","Bayside (Vic.)","30 to 34",291,"M","Working Part Time"
"639","20910","Bayside (Vic.)","30 to 34",38,"M","Away From Work"
"640","20910","Bayside (Vic.)","30 to 34",41,"M","Hours Worked Not Stated"
"641","20910","Bayside (Vic.)","35 to 39",1135,"M","Working Full Time"
"642","20910","Bayside (Vic.)","35 to 39",253,"M","Working Part Time"
"643","20910","Bayside (Vic.)","35 to 39",48,"M","Away From Work"
"644","20910","Bayside (Vic.)","35 to 39",24,"M","Hours Worked Not Stated"
"645","20910","Bayside (Vic.)","40 to 44",1088,"M","Working Full Time"
"646","20910","Bayside (Vic.)","40 to 44",246,"M","Working Part Time"
"647","20910","Bayside (Vic.)","40 to 44",41,"M","Away From Work"
"648","20910","Bayside (Vic.)","40 to 44",21,"M","Hours Worked Not Stated"
"649","20910","Bayside (Vic.)","45 to 49",1158,"M","Working Full Time"
"650","20910","Bayside (Vic.)","45 to 49",239,"M","Working Part Time"
"651","20910","Bayside (Vic.)","45 to 49",45,"M","Away From Work"
"652","20910","Bayside (Vic.)","45 to 49",25,"M","Hours Worked Not Stated"
"653","20910","Bayside (Vic.)","50 to 54",1132,"M","Working Full Time"
"654","20910","Bayside (Vic.)","50 to 54",290,"M","Working Part Time"
"655","20910","Bayside (Vic.)","50 to 54",30,"M","Away From Work"
"656","20910","Bayside (Vic.)","50 to 54",21,"M","Hours Worked Not Stated"
"657","20910","Bayside (Vic.)","55 to 59",1023,"M","Working Full Time"
"658","20910","Bayside (Vic.)","55 to 59",310,"M","Working Part Time"
"659","20910","Bayside (Vic.)","55 to 59",33,"M","Away From Work"
"660","20910","Bayside (Vic.)","55 to 59",17,"M","Hours Worked Not Stated"
"661","20910","Bayside (Vic.)","60 to 64",693,"M","Working Full Time"
"662","20910","Bayside (Vic.)","60 to 64",377,"M","Working Part Time"
"663","20910","Bayside (Vic.)","60 to 64",37,"M","Away From Work"
"664","20910","Bayside (Vic.)","60 to 64",6,"M","Hours Worked Not Stated"
"665","20910","Bayside (Vic.)","65 to 69",335,"M","Working Full Time"
"666","20910","Bayside (Vic.)","65 to 69",325,"M","Working Part Time"
"667","20910","Bayside (Vic.)","65 to 69",20,"M","Away From Work"
"668","20910","Bayside (Vic.)","65 to 69",11,"M","Hours Worked Not Stated"
"669","20910","Bayside (Vic.)","70 to 74",131,"M","Working Full Time"
"670","20910","Bayside (Vic.)","70 to 74",241,"M","Working Part Time"
"671","20910","Bayside (Vic.)","70 to 74",22,"M","Away From Work"
"672","20910","Bayside (Vic.)","70 to 74",0,"M","Hours Worked Not Stated"
"673","20910","Bayside (Vic.)","75 or over",59,"M","Working Full Time"
"674","20910","Bayside (Vic.)","75 or over",183,"M","Working Part Time"
"675","20910","Bayside (Vic.)","75 or over",9,"M","Away From Work"
"676","20910","Bayside (Vic.)","75 or over",10,"M","Hours Worked Not Stated"
"677","20910","Bayside (Vic.)","15 to 19",36,"F","Working Full Time"
"678","20910","Bayside (Vic.)","15 to 19",852,"F","Working Part Time"
"679","20910","Bayside (Vic.)","15 to 19",134,"F","Away From Work"
"680","20910","Bayside (Vic.)","15 to 19",12,"F","Hours Worked Not Stated"
"681","20910","Bayside (Vic.)","20 to 24",467,"F","Working Full Time"
"682","20910","Bayside (Vic.)","20 to 24",1143,"F","Working Part Time"
"683","20910","Bayside (Vic.)","20 to 24",139,"F","Away From Work"
"684","20910","Bayside (Vic.)","20 to 24",33,"F","Hours Worked Not Stated"
"685","20910","Bayside (Vic.)","25 to 29",860,"F","Working Full Time"
"686","20910","Bayside (Vic.)","25 to 29",646,"F","Working Part Time"
"687","20910","Bayside (Vic.)","25 to 29",105,"F","Away From Work"
"688","20910","Bayside (Vic.)","25 to 29",35,"F","Hours Worked Not Stated"
"689","20910","Bayside (Vic.)","30 to 34",803,"F","Working Full Time"
"690","20910","Bayside (Vic.)","30 to 34",656,"F","Working Part Time"
"691","20910","Bayside (Vic.)","30 to 34",144,"F","Away From Work"
"692","20910","Bayside (Vic.)","30 to 34",24,"F","Hours Worked Not Stated"
"693","20910","Bayside (Vic.)","35 to 39",712,"F","Working Full Time"
"694","20910","Bayside (Vic.)","35 to 39",817,"F","Working Part Time"
"695","20910","Bayside (Vic.)","35 to 39",110,"F","Away From Work"
"696","20910","Bayside (Vic.)","35 to 39",22,"F","Hours Worked Not Stated"
"697","20910","Bayside (Vic.)","40 to 44",697,"F","Working Full Time"
"698","20910","Bayside (Vic.)","40 to 44",871,"F","Working Part Time"
"699","20910","Bayside (Vic.)","40 to 44",60,"F","Away From Work"
"700","20910","Bayside (Vic.)","40 to 44",20,"F","Hours Worked Not Stated"
"701","20910","Bayside (Vic.)","45 to 49",900,"F","Working Full Time"
